순위,영화명,개봉일,매출액,매출액 점유율,관객수,스크린수,상영횟수,대표국적,국적,배급사,연령등급,장르,러닝타임,감독,개봉월,계절
103.0,포켓몬 더 무비 XY 후파: 광륜의 초마신,2015-12-23,1528041500.0,0.10%,214284.0,360.0,4271.0,일본,일본,(주)이수C&E,전체 관람가,애니메이션,80.0,유야마 쿠니히코,12.0,겨울
104.0,버드맨,2015-03-05,1664640800.0,0.10%,206241.0,380.0,12051.0,미국,미국,이십세기폭스코리아(주),청소년 관람불가,코미디,119.0,알레한드로 곤잘레스 이냐리투,3.0,봄
105.0,기생수 파트1,2015-02-26,1543346126.0,0.10%,187291.0,247.0,7405.0,일본,일본,판씨네마(주),청소년 관람불가,SF,110.0,야마자키 다카시,2.0,겨울
106.0,더 셰프,2015-11-05,1482518148.0,0.10%,186511.0,409.0,12461.0,미국,미국,(주)이수C&E,15세 관람가,드라마,101.0,존 웰스,11.0,가을
107.0,팬,2015-10-08,1425325592.0,0.10%,186174.0,428.0,8994.0,미국,미국,워너브러더스 코리아(주),전체 관람가,모험,111.0,조 라이트,10.0,가을
108.0,레전드,2015-12-10,1436348930.0,0.10%,179738.0,449.0,9991.0,프랑스,"프랑스,영국",(주)이수C&E,청소년 관람불가,액션,132.0,브라이언 헬겔랜드,12.0,겨울
109.0,인터스텔라,2014-11-06,1699965700.0,0.10%,178527.0,109.0,2898.0,미국,"미국,영국",워너브러더스 코리아(주),12세 관람가,SF,169.0,크리스토퍼 놀란,11.0,가을
110.0,19곰 테드 2,2015-06-25,1378084400.0,0.10%,170647.0,297.0,7147.0,미국,미국,유니버설픽쳐스인터내셔널 코리아(유),청소년 관람불가,코미디,115.0,세스 맥팔레인,6.0,여름
111.0,아메리칸 울트라,2015-08-27,1301387295.0,0.10%,161382.0,341.0,8634.0,미국,미국,(주)씨제이이엔엠,청소년 관람불가,액션,95.0,니마 누리자데,8.0,여름
112.0,트랜스포터: 리퓰드,2015-10-15,1263319115.0,0.10%,161245.0,432.0,10083.0,프랑스,"프랑스,중국",씨네그루(주)다우기술,15세 관람가,액션,86.0,카밀 들라마레,10.0,가을
113.0,내부자들: 디 오리지널,2015-12-31,1236787715.0,0.10%,160148.0,595.0,1540.0,한국,한국,(주)쇼박스,청소년 관람불가,범죄,180.0,우민호,12.0,겨울
114.0,스누피: 더 피너츠 무비,2015-12-24,1194012100.0,0.10%,156376.0,348.0,3572.0,미국,미국,이십세기폭스코리아(주),전체 관람가,애니메이션,93.0,스티브 마티노,12.0,겨울
115.0,최강전사 미니특공대 : 새로운 악당의 습격,2015-02-05,1171479200.0,0.10%,155348.0,318.0,4610.0,한국,한국,에이원엔터테인먼트,전체 관람가,애니메이션,60.0,이영준,2.0,겨울
116.0,짱구는 못말려 극장판 : 정면승부! 로봇아빠의 역습,2015-04-23,1085388600.0,0.10%,150226.0,372.0,5097.0,일본,일본,(주)이수C&E,전체 관람가,애니메이션,97.0,타카하시 와타루,4.0,봄
117.0,워킹걸,2015-01-07,1183887479.0,0.10%,149181.0,308.0,7076.0,한국,한국,플러스엠 엔터테인먼트,청소년 관람불가,코미디,112.0,정범식,1.0,겨울
118.0,은밀한 유혹,2015-06-04,1137666247.0,0.10%,145547.0,394.0,14968.0,한국,한국,(주)씨제이이엔엠,15세 관람가,범죄,110.0,윤재구,6.0,여름
119.0,워터 디바이너,2015-01-28,1008818235.0,0.10%,136134.0,326.0,9179.0,미국,"미국,호주,터키",롯데쇼핑㈜롯데엔터테인먼트,15세 관람가,드라마,111.0,러셀 크로우,1.0,겨울
120.0,나의 절친 악당들,2015-06-25,1054470664.0,0.10%,133553.0,384.0,9830.0,한국,한국,이십세기폭스코리아(주),청소년 관람불가,액션,110.0,임상수,6.0,여름
121.0,러브 라이브! 더 스쿨 아이돌 무비,2015-09-03,985069000.0,0.10%,130223.0,66.0,2637.0,일본,일본,(주)박수엔터테인먼트,전체 관람가,애니메이션,99.0,쿄고쿠 타카히코,9.0,가을
122.0,퇴마: 무녀굴,2015-08-20,951843500.0,0.10%,120802.0,331.0,6463.0,한국,한국,씨네그루(주)다우기술,15세 관람가,공포,105.0,김휘,8.0,여름
123.0,존 윅,2015-01-21,925995637.0,0.10%,116119.0,321.0,6653.0,미국,미국,"(주)제이앤씨미디어그룹,(주)나이너스엔터테인먼트",청소년 관람불가,액션,107.0,채드 스타헬스키,1.0,겨울
124.0,상의원,2014-12-24,910405400.0,0.10%,113738.0,264.0,3315.0,한국,한국,"(주)쇼박스,(주)와우픽쳐스",15세 관람가,드라마,127.0,이원석,12.0,겨울
125.0,극장판 도라에몽 : 진구의 우주영웅기~스페이스 히어로즈~,2015-09-17,816868100.0,0.00%,113404.0,351.0,3522.0,일본,일본,(주)와우픽쳐스,전체 관람가,애니메이션,100.0,오오스기 요시히로,9.0,가을
126.0,셀프/리스,2015-09-10,874447764.0,0.10%,111127.0,340.0,6785.0,미국,미국,(주)이수C&E,15세 관람가,SF,117.0,타셈 싱,9.0,가을
127.0,맨 프롬 UNCLE,2015-10-28,846390353.0,0.10%,108551.0,361.0,7169.0,미국,미국,워너브러더스 코리아(주),12세 관람가,액션,116.0,가이 리치,10.0,가을
128.0,더 건맨,2015-04-16,833925965.0,0.10%,107444.0,349.0,9352.0,프랑스,"프랑스,스페인,영국",롯데쇼핑㈜롯데엔터테인먼트,15세 관람가,액션,113.0,피에르 모렐,4.0,봄
129.0,사우스포,2015-12-03,757831248.0,0.00%,100785.0,335.0,6516.0,미국,미국,씨네그루(주)다우기술,15세 관람가,드라마,124.0,안톤 후쿠아,12.0,겨울
130.0,돌연변이,2015-10-22,748816684.0,0.00%,100523.0,399.0,6827.0,한국,한국,필라멘트픽쳐스,12세 관람가,드라마,93.0,권오광,10.0,가을
131.0,극장판 파워레인저 트레인포스 VS 다이노포스 THE MOVIE,2015-11-26,730895500.0,0.00%,100026.0,344.0,4120.0,일본,일본,"(주)스마일이엔티,(주)영화사오원",전체 관람가,액션,60.0,와타나베 카츠야,11.0,가을
132.0,7번째 아들,2015-02-11,729980451.0,0.00%,92598.0,358.0,7396.0,미국,"미국,영국,캐나다",유니버설픽쳐스인터내셔널 코리아(유),12세 관람가,판타지,102.0,세르게이 보드로프,2.0,겨울
133.0,포커스,2015-02-26,702878700.0,0.00%,91164.0,349.0,6736.0,미국,미국,워너브러더스 코리아(주),15세 관람가,범죄,104.0,글렌 피카라,2.0,겨울
134.0,갤로우즈,2015-09-03,686186406.0,0.00%,88777.0,299.0,4654.0,미국,미국,워너브러더스 코리아(주),15세 관람가,공포,81.0,트래비스 클러프,9.0,가을
135.0,더 이퀄라이저,2015-01-28,639464500.0,0.00%,82779.0,255.0,4861.0,미국,미국,유니버설픽쳐스인터내셔널 코리아(유),청소년 관람불가,액션,131.0,안톤 후쿠아,1.0,겨울
136.0,엑스 마키나,2015-01-21,633161363.0,0.00%,78435.0,207.0,4062.0,미국,미국,유니버설픽쳐스인터내셔널 코리아(유),청소년 관람불가,드라마,108.0,알렉스 가랜드,1.0,겨울
137.0,모데카이,2015-02-18,624513020.0,0.00%,78070.0,290.0,4241.0,미국,미국,(주)나이너스엔터테인먼트,15세 관람가,액션,106.0,데이빗 코엡,2.0,겨울
138.0,쓰리 썸머 나잇,2015-07-15,616132846.0,0.00%,77621.0,297.0,5391.0,한국,한국,"(주)리틀빅픽쳐스,(주)인벤트스톤",청소년 관람불가,코미디,106.0,김상진,7.0,여름
139.0,피치 퍼펙트: 언프리티 걸즈,2015-05-28,591516497.0,0.00%,75598.0,297.0,5381.0,미국,미국,유니버설픽쳐스인터내셔널 코리아(유),15세 관람가,코미디,114.0,엘리자베스 뱅크스,5.0,봄
140.0,위자,2015-04-16,570989035.0,0.00%,73716.0,337.0,6160.0,미국,미국,유니버설픽쳐스인터내셔널 코리아(유),12세 관람가,공포,99.0,마이크 플래너건,4.0,봄
141.0,다크 플레이스,2015-07-15,530282654.0,0.00%,66075.0,268.0,4160.0,미국,"미국,영국,프랑스","(주)스톰픽쳐스코리아,주식회사 우리네트웍스",청소년 관람불가,드라마,113.0,질스 파겟-브레너,7.0,여름
142.0,히트맨: 에이전트 47,2015-09-03,502308500.0,0.00%,64157.0,272.0,4501.0,미국,미국,이십세기폭스코리아(주),15세 관람가,액션,98.0,알렉산더 바흐,9.0,가을
143.0,보루토 - 나루토 더 무비,2015-12-10,476416400.0,0.00%,64062.0,219.0,2680.0,일본,일본,와이드 릴리즈(주),12세 관람가,애니메이션,95.0,야마시타 히로유키,12.0,겨울
144.0,기생수 파트2,2015-05-07,514500959.0,0.00%,63560.0,260.0,5118.0,일본,일본,판씨네마(주),청소년 관람불가,SF,118.0,야마자키 다카시,5.0,봄
145.0,아더와 미니모이 3: 두 세계의 전쟁,2015-11-05,434914800.0,0.00%,61550.0,267.0,2071.0,프랑스,프랑스,(주)라이크콘텐츠,전체 관람가,애니메이션,101.0,뤽 베송,11.0,가을
146.0,주온: 더 파이널,2015-10-01,462659400.0,0.00%,61130.0,318.0,4882.0,일본,일본,유니버설픽쳐스인터내셔널 코리아(유),15세 관람가,공포,80.0,오치아이 마사유키,10.0,가을
147.0,파더 앤 도터,2015-12-10,464270100.0,0.00%,60829.0,352.0,5487.0,미국,"미국,이탈리아",(주)박수엔터테인먼트,15세 관람가,드라마,91.0,가브리엘 무치노,12.0,겨울
148.0,개구리왕국,2015-11-12,362895100.0,0.00%,53576.0,227.0,1971.0,중국,중국,예지림엔터테인먼트,전체 관람가,애니메이션,77.0,넬슨 신,11.0,가을
149.0,더 비지트,2015-10-15,403435581.0,0.00%,52197.0,279.0,4134.0,미국,미국,유니버설픽쳐스인터내셔널 코리아(유),15세 관람가,스릴러,94.0,M. 나이트 샤말란,10.0,가을
150.0,미안해 사랑해 고마워,2015-10-28,359247800.0,0.00%,51207.0,344.0,6541.0,한국,한국,(주)쇼박스,15세 관람가,드라마,115.0,전윤수,10.0,가을
