,순위,영화명,개봉일,매출액,매출액 점유율,관객수,스크린수,상영횟수,대표국적,국적,배급사,연령등급,장르,러닝타임,감독,개봉월,계절
138,139.0,나탈리,2010-10-28,1114062000.0,0.001,94875.0,196.0,10025.0,한국,한국,롯데쇼핑㈜롯데엔터테인먼트,청소년 관람불가,멜로/로맨스,88.0,주경중,10.0,가을
139,140.0,필립모리스,2010-07-01,639369700.0,0.001,83508.0,114.0,4923.0,프랑스,프랑스,㈜케이디미디어,청소년 관람불가,코미디,97.0,글렌 피카라,7.0,여름
140,141.0,스위치,2010-12-01,558483500.0,0.001,82503.0,162.0,6854.0,미국,미국,씨너스엔터테인먼트(주),12세 관람가,대한민국,113.0,마대윤,12.0,겨울
141,142.0,노다메 칸타빌레 Vol.1,2010-09-09,552960000.0,0.001,75847.0,30.0,2613.0,일본,일본,"(주)미로비젼,아뮤즈코리아(주)",전체 관람가,코미디,121.0,타케우치 히데키,9.0,가을
142,143.0,주문진,2010-01-21,372281300.0,0.0,66098.0,95.0,2820.0,한국,한국,롯데쇼핑㈜롯데엔터테인먼트,12세 관람가,멜로/로맨스,96.0,하명중,1.0,겨울
143,144.0,골든 슬럼버,2010-08-26,476378500.0,0.0,65167.0,138.0,4638.0,일본,일본,CJ ENM,15세 관람가,드라마,108.0,노동석,8.0,여름
144,145.0,돌이킬 수 없는,2010-11-04,465532500.0,0.0,64371.0,204.0,8780.0,한국,한국,㈜케이디미디어,청소년 관람불가,드라마,100.0,클레어 드니,11.0,가을
145,146.0,여대생 기숙사,2010-06-23,490581000.0,0.0,64345.0,143.0,6054.0,미국,미국,CJ ENM,청소년 관람불가,공포,101.0,스튜어트 헨들러,6.0,여름
146,147.0,파르나서스 박사의 상상극장,2009-12-23,475332500.0,0.0,64169.0,245.0,3947.0,미국,미국,(주)성원아이컴,12세 관람가,판타지,122.0,테리 길리엄,12.0,겨울
147,148.0,엘라의 모험 2: 백설공주 길들이기,2010-02-25,432336000.0,0.0,62841.0,86.0,3349.0,미국,미국,㈜케이디미디어,전체 관람가,애니메이션,71.0,스티븐 E. 고든,2.0,겨울
148,149.0,에브리바디 올라잇,2010-09-02,458376000.0,0.0,60857.0,127.0,5420.0,미국,미국,(주)화천공사,청소년 관람불가,코미디,106.0,리사 촐로덴코,9.0,가을
149,150.0,디센트: Part 2,2010-08-11,461416000.0,0.0,60801.0,136.0,5657.0,영국,영국,롯데쇼핑㈜롯데엔터테인먼트,청소년 관람불가,모험,94.0,존 해리스,8.0,여름
0,1.0,트랜스포머 3,2011-06-29,74840681500.0,0.062,7784743.0,1409.0,124450.0,미국,미국,(주)씨제이이엔엠,12세 관람가,액션,152.0,마이클 베이,6.0,여름
1,2.0,최종병기 활,2011-08-10,55827861500.0,0.047,7470633.0,615.0,130054.0,한국,한국,롯데쇼핑㈜롯데엔터테인먼트,15세 관람가,액션,122.0,김한민,8.0,여름
2,3.0,써니,2011-05-04,54035565100.0,0.045,7362657.0,546.0,149135.0,한국,한국,(주)씨제이이엔엠,15세 관람가,코미디,124.0,강형철,5.0,봄
3,4.0,완득이,2011-10-20,38526161500.0,0.032,5309928.0,629.0,117763.0,한국,한국,(주)씨제이이엔엠,12세 관람가,드라마,107.0,이한,10.0,가을
4,5.0,쿵푸팬더 2,2011-05-26,44298708500.0,0.037,5062720.0,948.0,101338.0,미국,미국,(주)씨제이이엔엠,전체 관람가,애니메이션,91.0,여인영,5.0,봄
5,6.0,미션임파서블:고스트프로토콜,2011-12-15,37765048000.0,0.031,4975161.0,1024.0,61251.0,미국,미국,(주)씨제이이엔엠,15세 관람가,액션,132.0,브래드 버드,12.0,겨울
6,7.0,조선명탐정 : 각시투구꽃의 비밀,2011-01-27,35841769500.0,0.03,4786259.0,634.0,84189.0,한국,한국,(주)쇼박스,12세 관람가,코미디,115.0,김석윤,1.0,겨울
7,8.0,도가니,2011-09-22,35566854800.0,0.03,4662822.0,756.0,88337.0,한국,한국,(주)씨제이이엔엠,청소년 관람불가,드라마,125.0,황동혁,9.0,가을
8,9.0,해리포터와 죽음의 성물2,2011-07-13,34507600000.0,0.0289999999999999,4400270.0,757.0,70380.0,미국,미국,워너브러더스 코리아(주),전체 관람가,모험,131.0,데이빗 예이츠,7.0,여름
9,10.0,리얼 스틸,2011-10-12,26566677000.0,0.022,3579666.0,603.0,87650.0,미국,미국,한국소니픽쳐스릴리징브에나비스타영화㈜,12세 관람가,액션,127.0,숀 레비,10.0,가을
10,11.0,캐리비안의 해적 - 낯선 조류,2011-05-19,27279967500.0,0.023,3130046.0,960.0,67036.0,미국,미국,한국소니픽쳐스릴리징브에나비스타영화㈜,12세 관람가,액션,137.0,롭 마샬,5.0,봄
11,12.0,퀵,2011-07-20,22960890000.0,0.019,3125069.0,514.0,60714.0,한국,한국,(주)씨제이이엔엠,15세 관람가,범죄,131.0,미카엘 하프스트롬,7.0,여름
12,13.0,고지전,2011-07-20,21968557600.0,0.018,2945137.0,585.0,53738.0,한국,한국,(주)쇼박스,15세 관람가,전쟁,133.0,장훈,7.0,여름
13,14.0,오싹한 연애,2011-12-01,20289813500.0,0.017,2777998.0,544.0,54630.0,한국,한국,(주)씨제이이엔엠,12세 관람가,멜로/로맨스,114.0,황인호,12.0,겨울
14,15.0,혹성탈출: 진화의 시작,2011-08-17,20629757000.0,0.017,2773794.0,514.0,61229.0,미국,미국,이십세기폭스코리아(주),12세 관람가,액션,106.0,루퍼트 와이어트,8.0,여름
15,16.0,위험한 상견례,2011-03-31,19174920500.0,0.016,2595625.0,524.0,75068.0,한국,한국,롯데쇼핑㈜롯데엔터테인먼트,15세 관람가,멜로/로맨스,119.0,김진영,3.0,봄
16,17.0,엑스맨: 퍼스트 클래스,2011-06-02,19075363000.0,0.016,2533852.0,587.0,56827.0,미국,미국,이십세기폭스코리아(주),12세 관람가,액션,132.0,매튜 본,6.0,여름
17,18.0,의뢰인,2011-09-29,17797042500.0,0.015,2393086.0,522.0,58414.0,한국,한국,(주)쇼박스,15세 관람가,드라마,123.0,손영성,9.0,가을
18,19.0,가문의 영광4 - 가문의 수난,2011-09-07,17792219500.0,0.015,2368267.0,537.0,48432.0,한국,한국,(주)넥스트엔터테인먼트월드(NEW),15세 관람가,코미디,103.0,정태원,9.0,가을
19,20.0,블라인드,2011-08-10,18390012500.0,0.015,2367942.0,404.0,49358.0,한국,한국,(주)넥스트엔터테인먼트월드(NEW),청소년 관람불가,드라마,95.0,에스킬 보그트,8.0,여름
20,21.0,7광구,2011-08-04,19391653500.0,0.016,2242510.0,812.0,47346.0,한국,한국,(주)씨제이이엔엠,15세 관람가,SF,112.0,김지훈,8.0,여름
21,22.0,마당을 나온 암탉,2011-07-28,14668226000.0,0.012,2201273.0,363.0,39224.0,한국,한국,롯데쇼핑㈜롯데엔터테인먼트,전체 관람가,애니메이션,93.0,오성윤,7.0,여름
22,23.0,라스트 갓파더,2010-12-29,14558299500.0,0.012,1998059.0,547.0,38175.0,한국,"한국,미국",CJ ENM,12세 관람가,코미디,103.0,심형래,12.0,겨울
23,24.0,글러브,2011-01-20,13756104000.0,0.011,1887731.0,605.0,44725.0,한국,한국,CJ ENM,전체 관람가,드라마,144.0,강우석,1.0,겨울
24,25.0,아이들...,2011-02-17,13579712500.0,0.011,1867849.0,504.0,41515.0,한국,한국,롯데쇼핑㈜롯데엔터테인먼트,15세 관람가,범죄,132.0,이규만,2.0,겨울
25,26.0,걸리버 여행기,2011-01-27,16441365500.0,0.0139999999999999,1762071.0,527.0,41181.0,미국,미국,이십세기폭스코리아(주),전체 관람가,모험,87.0,롭 레터맨,1.0,겨울
26,27.0,평양성,2011-01-27,12684530500.0,0.011,1717566.0,483.0,41860.0,한국,한국,롯데쇼핑㈜롯데엔터테인먼트,12세 관람가,코미디,117.0,이준익,1.0,겨울
27,28.0,토르: 천둥의 신,2011-04-28,15985737000.0,0.013,1694562.0,496.0,45188.0,미국,미국,(주)씨제이이엔엠,12세 관람가,판타지,112.0,케네스 브래너,4.0,봄
28,29.0,헬로우 고스트,2010-12-22,12260693000.0,0.01,1663550.0,418.0,34713.0,한국,한국,(주)넥스트엔터테인먼트월드(NEW),12세 관람가,코미디,111.0,김영탁,12.0,겨울
29,30.0,블랙 스완,2011-02-24,12484661500.0,0.01,1623310.0,344.0,46840.0,미국,미국,"(주)영화사 그램,이십세기폭스코리아(주)",청소년 관람불가,공포,84.0,브렛 뮬렌,2.0,겨울
30,31.0,분노의 질주: 언리미티드,2011-04-20,12292868000.0,0.01,1621973.0,457.0,43329.0,미국,미국,유니버설픽쳐스인터내셔널 코리아(유),15세 관람가,액션,130.0,저스틴 린,4.0,봄
31,32.0,마이 웨이,2011-12-21,11813839000.0,0.01,1586042.0,645.0,29481.0,한국,"한국,일본,중국","에스케이플래닛(주),(주)씨제이이엔엠",15세 관람가,드라마,137.0,강제규,12.0,겨울
32,33.0,브레이킹 던 part1,2011-11-30,10692564000.0,0.009,1459449.0,636.0,43060.0,미국,미국,(주)넥스트엔터테인먼트월드(NEW),15세 관람가,드라마,117.0,빌 콘돈,11.0,가을
33,34.0,신들의 전쟁,2011-11-10,11726682000.0,0.01,1338411.0,525.0,46169.0,미국,미국,(주)넥스트엔터테인먼트월드(NEW),청소년 관람불가,액션,110.0,타셈 싱,11.0,가을
34,35.0,월드 인베이젼,2011-03-10,9799358000.0,0.008,1307873.0,441.0,44241.0,미국,미국,한국소니픽쳐스릴리징브에나비스타영화㈜,12세 관람가,액션,116.0,조나단 리브스만,3.0,봄
35,36.0,셜록홈즈 : 그림자 게임,2011-12-21,9502305000.0,0.008,1289857.0,370.0,20512.0,미국,미국,워너브러더스 코리아(주),15세 관람가,액션,128.0,가이 리치,12.0,겨울
36,37.0,소스 코드,2011-05-04,9640238500.0,0.008,1277690.0,403.0,38744.0,미국,미국,"(주)디스테이션,(주)시너지하우스 (시너지),롯데쇼핑㈜롯데엔터테인먼트",12세 관람가,액션,93.0,던칸 존스,5.0,봄
37,38.0,특수본,2011-11-24,8096052500.0,0.0069999999999999,1118258.0,471.0,40881.0,한국,한국,"(주)시너지하우스 (시너지),롯데쇼핑㈜롯데엔터테인먼트",15세 관람가,액션,111.0,황병국,11.0,가을
38,39.0,수상한 고객들,2011-04-14,7953428000.0,0.0069999999999999,1059350.0,411.0,33930.0,한국,한국,(주)씨제이이엔엠,15세 관람가,코미디,124.0,조진모,4.0,봄
39,40.0,오직 그대만,2011-10-20,7591008500.0,0.006,1027622.0,435.0,35365.0,한국,한국,(주)쇼박스,15세 관람가,멜로/로맨스,105.0,송일곤,10.0,가을
40,41.0,개구쟁이 스머프,2011-08-11,7722519000.0,0.006,1027436.0,399.0,18225.0,미국,미국,한국소니픽쳐스릴리징브에나비스타영화㈜,전체 관람가,애니메이션,89.0,켈리 애스버리,8.0,여름
41,42.0,라푼젤,2011-02-10,10161464800.0,0.008,1011163.0,328.0,22107.0,미국,미국,한국소니픽쳐스릴리징브에나비스타영화㈜,전체 관람가,애니메이션,100.0,쥐앙 파블로 마차도,2.0,겨울
42,43.0,심장이 뛴다,2011-01-05,7538083500.0,0.006,1006947.0,445.0,26778.0,한국,한국,롯데쇼핑㈜롯데엔터테인먼트,15세 관람가,드라마,114.0,윤재근,1.0,겨울
43,44.0,파퍼씨네 펭귄들,2011-09-07,7049177000.0,0.006,980387.0,333.0,26307.0,미국,미국,이십세기폭스코리아(주),전체 관람가,코미디,95.0,마크 워터스,9.0,가을
44,45.0,메가마인드,2011-01-13,8688842000.0,0.0069999999999999,875631.0,414.0,22905.0,미국,미국,CJ ENM,전체 관람가,애니메이션,95.0,톰 맥그라스,1.0,겨울
45,46.0,체포왕,2011-05-04,6413325500.0,0.005,870887.0,407.0,32545.0,한국,한국,롯데쇼핑㈜롯데엔터테인먼트,15세 관람가,코미디,117.0,임찬익,5.0,봄
46,47.0,만추,2011-02-17,6313817000.0,0.005,845845.0,444.0,25590.0,한국,"한국,미국,홍콩",CJ ENM,15세 관람가,드라마,115.0,김태용,2.0,겨울
47,48.0,퍼펙트 게임,2011-12-21,5996408000.0,0.005,811772.0,413.0,19726.0,한국,한국,롯데쇼핑㈜롯데엔터테인먼트,12세 관람가,드라마,127.0,박희곤,12.0,겨울
48,49.0,킹스 스피치,2011-03-17,5963126500.0,0.005,806248.0,327.0,33979.0,영국,"영국,호주",(주)화앤담이엔티,12세 관람가,드라마,118.0,톰 후퍼,3.0,봄
49,50.0,틴틴 : 유니콘호의 비밀,2011-12-07,6646528500.0,0.006,803256.0,644.0,31075.0,미국,"미국,뉴질랜드,벨기에",롯데쇼핑㈜롯데엔터테인먼트,전체 관람가,모험,107.0,스티븐 스필버그,12.0,겨울
50,51.0,화이트: 저주의 멜로디,2011-06-09,5587166000.0,0.005,790954.0,311.0,28059.0,한국,한국,(주)씨제이이엔엠,15세 관람가,공포,106.0,김곡,6.0,여름
51,52.0,푸른소금,2011-08-31,5739824500.0,0.005,771699.0,476.0,28346.0,한국,"한국,필리핀",(주)씨제이이엔엠,15세 관람가,드라마,120.0,이현승,8.0,여름
52,53.0,황해,2010-12-22,5973050500.0,0.005,763270.0,488.0,18807.0,한국,"한국,미국,중국","(주)쇼박스,이십세기폭스코리아(주)",청소년 관람불가,범죄,156.0,나홍진,12.0,겨울
53,54.0,풍산개,2011-06-23,5395201500.0,0.004,714136.0,286.0,19194.0,한국,한국,(주)넥스트엔터테인먼트월드(NEW),청소년 관람불가,드라마,121.0,전재홍,6.0,여름
54,55.0,통증,2011-09-07,5246996000.0,0.004,700272.0,317.0,29211.0,한국,한국,롯데쇼핑㈜롯데엔터테인먼트,15세 관람가,드라마,104.0,곽경택,9.0,가을
55,56.0,고양이: 죽음을 보는 두 개의 눈,2011-07-07,4780502000.0,0.004,672314.0,304.0,18972.0,한국,한국,(주)넥스트엔터테인먼트월드(NEW),15세 관람가,공포,106.0,변승욱,7.0,여름
56,57.0,삼총사 3D,2011-10-12,5731619500.0,0.005,660172.0,510.0,29377.0,독일,"독일,영국,프랑스",롯데쇼핑㈜롯데엔터테인먼트,12세 관람가,판타지,111.0,폴 앤더슨,10.0,가을
57,58.0,아이 엠 넘버 포,2011-02-24,4955215500.0,0.004,654386.0,284.0,22145.0,미국,미국,한국소니픽쳐스릴리징브에나비스타영화㈜,12세 관람가,액션,103.0,D.J. 카루소,2.0,겨울
58,59.0,리오,2011-07-27,5021719500.0,0.004,645151.0,333.0,13781.0,미국,미국,이십세기폭스코리아(주),전체 관람가,애니메이션,101.0,카를로스 살다나,7.0,여름
59,60.0,명탐정 코난 : 침묵의 15분,2011-08-03,4212992000.0,0.004,644652.0,275.0,12017.0,일본,일본,(주)미디어데이,전체 관람가,애니메이션,109.0,시즈노 코분,8.0,여름
60,61.0,머니볼,2011-11-17,4677562000.0,0.004,641099.0,385.0,21961.0,미국,미국,한국소니픽쳐스릴리징브에나비스타영화㈜,12세 관람가,드라마,133.0,베넷 밀러,11.0,가을
61,62.0,아더 크리스마스,2011-11-25,4771040500.0,0.004,620995.0,356.0,14606.0,미국,미국,한국소니픽쳐스릴리징브에나비스타영화㈜,전체 관람가,애니메이션,97.0,사라 스미스,11.0,가을
62,63.0,인 타임,2011-10-27,4579554500.0,0.004,616943.0,304.0,21836.0,미국,미국,이십세기폭스코리아(주),12세 관람가,SF,109.0,앤드류 니콜,10.0,가을
63,64.0,콜롬비아나,2011-08-31,4514882000.0,0.004,598365.0,397.0,25622.0,미국,"미국,프랑스","(주)시너지하우스 (시너지),롯데쇼핑㈜롯데엔터테인먼트",15세 관람가,액션,105.0,올리비에 메가턴,8.0,여름
64,65.0,너는 펫,2011-11-10,3810103000.0,0.003,543313.0,341.0,24395.0,한국,한국,롯데쇼핑㈜롯데엔터테인먼트,12세 관람가,멜로/로맨스,110.0,김병곤,11.0,가을
65,66.0,챔프,2011-09-07,3850214500.0,0.003,534752.0,301.0,19668.0,한국,한국,(주)쇼박스,12세 관람가,드라마,133.0,이환경,9.0,가을
66,67.0,러브 & 드럭스,2011-01-13,4125733000.0,0.003,527077.0,284.0,14250.0,미국,미국,이십세기폭스코리아(주),청소년 관람불가,코미디,112.0,에드워드 즈윅,1.0,겨울
67,68.0,언노운,2011-02-17,3953681000.0,0.003,522794.0,186.0,14849.0,미국,미국,워너브러더스 코리아(주),15세 관람가,드라마,113.0,자움 콜렛 세라,2.0,겨울
68,69.0,퍼스트 어벤져,2011-07-28,4161976500.0,0.003,514309.0,362.0,13941.0,미국,미국,(주)씨제이이엔엠,12세 관람가,액션,123.0,조 존스톤,7.0,여름
69,70.0,앨빈과 슈퍼밴드3,2011-12-15,3279645000.0,0.003,496560.0,327.0,9584.0,미국,미국,이십세기폭스코리아(주),전체 관람가,애니메이션,87.0,마이크 미첼,12.0,겨울
70,71.0,슈퍼 에이트,2011-06-16,3622888500.0,0.003,472125.0,411.0,21883.0,미국,미국,(주)씨제이이엔엠,12세 관람가,미스터리,112.0,J.J. 에이브럼스,6.0,여름
71,72.0,카운트다운,2011-09-29,3630557000.0,0.003,471547.0,341.0,20958.0,한국,한국,"(주)싸이더스,(주)넥스트엔터테인먼트월드(NEW)",청소년 관람불가,액션,90.0,존 스톡웰,9.0,가을
72,73.0,카 2,2011-07-20,3681072000.0,0.003,465599.0,379.0,11690.0,미국,미국,한국소니픽쳐스릴리징브에나비스타영화㈜,전체 관람가,애니메이션,113.0,존 라세터,7.0,여름
73,74.0,생텀,2011-02-10,4828519000.0,0.004,465039.0,323.0,16998.0,미국,"미국,호주",(주)시너지하우스 (시너지),15세 관람가,액션,108.0,앨리스터 그리어슨,2.0,겨울
74,75.0,해리 포터와 죽음의 성물1,2010-12-15,3154162500.0,0.003,444245.0,306.0,11836.0,미국,미국,워너브러더스 코리아(주),전체 관람가,액션,146.0,데이빗 예이츠,12.0,겨울
75,76.0,시즌 오브 더 위치: 마녀 호송단,2011-01-13,3277434500.0,0.003,435201.0,220.0,14539.0,미국,미국,(주)넥스트엔터테인먼트월드(NEW),15세 관람가,모험,94.0,도미닉 세나,1.0,겨울
76,77.0,모비딕,2011-06-09,3264596000.0,0.003,430936.0,377.0,19894.0,한국,한국,(주)쇼박스,15세 관람가,드라마,112.0,박인제,6.0,여름
77,78.0,랭고,2011-03-03,3043816000.0,0.003,430001.0,314.0,15179.0,미국,미국,(주)씨제이이엔엠,전체 관람가,애니메이션,107.0,고어 버빈스키,3.0,봄
78,79.0,티끌모아 로맨스,2011-11-10,2941601500.0,0.002,423915.0,323.0,19288.0,한국,한국,필라멘트픽쳐스,15세 관람가,멜로/로맨스,114.0,김정환,11.0,가을
79,80.0,사랑이 무서워,2011-03-10,3020062500.0,0.003,402876.0,290.0,21341.0,한국,한국,롯데쇼핑㈜롯데엔터테인먼트,15세 관람가,멜로/로맨스,112.0,정우철,3.0,봄
80,81.0,컨트롤러,2011-03-03,2862234500.0,0.002,373344.0,371.0,18872.0,미국,미국,유니버설픽쳐스인터내셔널 코리아(유),12세 관람가,멜로/로맨스,105.0,조지 놀피,3.0,봄
81,82.0,레드 라이딩 후드,2011-03-17,2728562500.0,0.002,362572.0,249.0,20020.0,미국,"미국,캐나다",워너브러더스 코리아(주),15세 관람가,드라마,100.0,캐서린 하드윅,3.0,봄
82,83.0,커플즈,2011-11-02,2705566500.0,0.002,360045.0,387.0,19564.0,한국,한국,(주)싸이더스,15세 관람가,코미디,110.0,정용기,11.0,가을
83,84.0,짱구는 못말려 극장판 : 초시공! 태풍을 부르는 나의 신부,2011-05-05,2357563000.0,0.002,351742.0,306.0,7013.0,일본,일본,(주)씨제이이엔엠,전체 관람가,애니메이션,100.0,시기노 아키라,5.0,봄
84,85.0,새미의 어드벤쳐,2010-12-15,3127677000.0,0.003,333420.0,237.0,7755.0,벨기에,벨기에,CJ ENM,전체 관람가,애니메이션,92.0,벤 스타센,12.0,겨울
85,86.0,링컨 차를 타는 변호사,2011-06-16,2443603500.0,0.002,327612.0,241.0,12383.0,미국,미국,씨너스엔터테인먼트(주),15세 관람가,범죄,118.0,브래드 퍼맨,6.0,여름
86,87.0,세상에서 가장 아름다운 이별,2011-04-20,2296840000.0,0.002,316990.0,340.0,17456.0,한국,한국,(주)넥스트엔터테인먼트월드(NEW),15세 관람가,드라마,125.0,민규동,4.0,봄
87,88.0,마이 블랙 미니드레스,2011-03-24,2318884500.0,0.002,313953.0,325.0,20166.0,한국,한국,(주)씨제이이엔엠,15세 관람가,드라마,108.0,허인무,3.0,봄
88,89.0,트론: 새로운 시작,2010-12-29,3382216700.0,0.003,306012.0,371.0,10005.0,미국,미국,한국소니픽쳐스릴리징브에나비스타영화㈜,12세 관람가,액션,125.0,조셉 코신스키,12.0,겨울
89,90.0,상하이,2011-01-27,2039939000.0,0.002,269157.0,223.0,13005.0,미국,미국,(주)넥스트엔터테인먼트월드(NEW),15세 관람가,드라마,103.0,미카엘 하프스트롬,1.0,겨울
90,91.0,친구와 연인사이,2011-02-10,2099697500.0,0.002,267843.0,183.0,9010.0,미국,미국,CJ ENM,청소년 관람불가,코미디,110.0,이반 라이트만,2.0,겨울
91,92.0,극장판 포켓몬스터 베스트 위시 비크티니와 백의 영웅 레시라무,2011-12-22,1729310500.0,0.001,261757.0,237.0,3524.0,일본,일본,(주)씨제이이엔엠,전체 관람가,애니메이션,98.0,유야마 쿠니히코,12.0,겨울
92,93.0,파이널 데스티네이션5,2011-09-08,2370348500.0,0.002,257193.0,168.0,9325.0,미국,미국,워너브러더스 코리아(주),청소년 관람불가,공포,95.0,스티븐 쿼일,9.0,가을
